,gender,seniorcitizen,partner,dependents,tenure,phoneservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,monthlycharges,totalcharges,churn
1536,Male,0,Yes,Yes,1.4915401492832983,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,0.3652067301175816,1.3713799092194365,No
1537,Female,0,Yes,Yes,1.6137012404433893,Yes,No,Yes,No,Yes,Yes,Yes,Two year,0.47156173812821356,1.5222644673854415,No
1538,Male,0,No,No,-0.9924020376385531,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,1.1994288242009752,-0.6442083727607106,Yes
1539,Female,0,Yes,Yes,-1.1552834925186746,Yes,Yes,No,No,No,No,No,Month-to-month,-0.4806479429669752,-0.9099990220797449,No
1540,Male,0,Yes,Yes,1.247217966963116,Yes,No,Yes,Yes,No,No,No,Month-to-month,0.5164302571326987,1.1544061498450473,No
1541,Male,0,No,No,1.6137012404433893,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.4926823160681442,-0.3730794101264464,No
1542,Female,0,No,No,0.5549717837226001,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.451137391063991,-0.5923473206776291,No
1543,Female,0,Yes,No,-1.1145631287986442,Yes,No,No,No,No,No,No,Month-to-month,0.1724382780983114,-0.8601232931304265,Yes
1544,Male,0,Yes,No,-0.0965540357978854,Yes,No,No,Yes,No,No,No,Month-to-month,-0.4906187249679718,-0.3550791470469931,No
1545,Male,0,No,No,1.247217966963116,Yes,No,Yes,Yes,No,Yes,Yes,Two year,1.329048990213933,1.8780123138098805,No
1546,Female,0,No,No,1.125056875803025,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.4926823160681442,-0.5080813832223456,No
1547,Female,0,Yes,No,1.247217966963116,Yes,No,Yes,Yes,No,Yes,Yes,One year,1.42044782522307,2.026801253112469,Yes
1548,Male,0,Yes,Yes,-0.30015585439803716,Yes,No,No,No,Yes,Yes,No,Month-to-month,0.7025515211513048,-0.03559653653262902,No
1549,Male,0,No,No,-1.2774445836787656,Yes,No,No,No,No,No,No,Month-to-month,-0.62854787598176,-0.9855515968924009,Yes
1550,Male,1,Yes,No,-1.0738427650786138,Yes,No,No,Yes,No,No,No,Month-to-month,0.53304822713436,-0.804115121612373,No
1551,Male,0,No,No,-0.4223169455581282,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.3132082400502028,-0.7558497103159959,No
1552,Female,0,Yes,Yes,-0.055833672077855064,Yes,No,Yes,No,Yes,Yes,Yes,Two year,0.5247392421335293,0.08464786793563009,No
1553,Female,0,Yes,Yes,0.26992923768238775,Yes,No,No,Yes,Yes,No,No,Month-to-month,0.5563133851366857,0.3651078492985816,No
1554,Male,0,No,No,-0.2594354906780068,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,-1.4577845790646555,-0.7771147269931931,No
1555,Female,0,Yes,No,0.8400143297628127,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,1.3739175092184182,1.539735310962558,Yes
1556,Female,0,No,No,-1.2774445836787656,Yes,No,Yes,No,Yes,Yes,No,Month-to-month,0.895319973170575,-0.9653233600739467,Yes
1557,Male,0,No,No,-0.8295205827584317,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,0.08270124008934066,-0.6385832905483815,No
1558,Female,0,No,No,-0.6666391278783103,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,1.0249401391835322,-0.3194536263689086,Yes
1559,Female,0,No,No,-1.2367242199587352,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,-1.4760643460664828,-0.9857942474976384,No
1560,Male,0,No,Yes,0.26992923768238775,No,Yes,No,No,Yes,Yes,No,One year,-0.6551366279844181,-0.21579769964053772,No
1561,Male,0,No,No,-1.2774445836787656,Yes,No,No,No,No,No,No,Month-to-month,0.3386179781149237,-0.9727131739607321,Yes
1562,Female,0,Yes,Yes,-1.0331224013585834,No,Yes,No,No,Yes,No,No,Month-to-month,-1.0007904040189717,-0.8969841259806304,No
1563,Male,1,No,No,-1.1552834925186746,Yes,No,No,No,No,No,No,Month-to-month,0.15249671409631763,-0.8903443230554889,No
1564,Male,1,No,No,-0.9109613101984924,Yes,No,No,No,No,Yes,Yes,Month-to-month,1.0166311541827018,-0.6094431587739235,Yes
1565,Female,0,No,No,0.9214550572028734,Yes,No,Yes,Yes,No,No,No,Month-to-month,0.5579751821368518,0.983734537779202,No
1566,Male,0,Yes,Yes,1.6137012404433893,Yes,No,Yes,Yes,No,Yes,Yes,Two year,0.35357415111641893,1.4120128560237906,No
1567,Female,0,Yes,No,-0.9109613101984924,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,0.10098100709116792,-0.7176212104180885,No
1568,Male,1,No,No,-0.8702409464784621,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1.5500679912360276,-0.48383838184450356,No
1569,Female,0,Yes,Yes,-0.7073594915983407,Yes,No,No,No,No,No,No,Month-to-month,-0.613591702980265,-0.7236654164031009,No
1570,Female,0,Yes,Yes,-0.38159658183809786,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.4744025490663168,-0.7945635114243788,No
1571,Male,0,No,Yes,-1.2774445836787656,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,-1.4860351280674797,-0.9969341161926433,No
1572,Female,1,No,No,-1.1960038562387048,Yes,No,No,No,No,No,No,Month-to-month,-0.6567984249845842,-0.9497054847550094,Yes
1573,Male,0,Yes,Yes,0.5956921474426305,Yes,Yes,Yes,Yes,No,No,Yes,One year,1.0415581091851935,0.9316528942368133,No
1574,Female,0,No,Yes,-0.7073594915983407,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,-1.4993295040688086,-0.8863957359338932,No
1575,Male,0,No,No,1.369379058123207,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,1.15456030519649,1.9547781416487253,Yes
1576,Female,1,Yes,No,1.4508197855632678,Yes,No,Yes,Yes,Yes,No,No,One year,-0.13665596393258767,0.7483193324067451,No
1577,Female,0,Yes,Yes,-0.62591876415828,Yes,No,No,Yes,Yes,Yes,Yes,One year,1.1246479591934997,-0.253585016619831,Yes
1578,Female,0,No,No,-1.0331224013585834,Yes,No,No,No,Yes,Yes,No,Month-to-month,-0.17487729493640844,-0.822269798713341,Yes
1579,Male,1,Yes,No,-0.8295205827584317,Yes,No,No,No,No,No,Yes,Month-to-month,0.5214156481331973,-0.586567824443785,Yes
1580,Female,1,Yes,No,-0.46303730927815856,Yes,No,Yes,Yes,No,No,Yes,One year,0.2306011731041257,-0.345306945399692,No
1581,Male,0,No,No,-0.46303730927815856,No,No,Yes,No,Yes,No,No,Month-to-month,-0.9559218850144864,-0.6615909797541041,No
1582,Female,0,Yes,Yes,0.9621754209229036,Yes,Yes,No,No,No,Yes,No,One year,0.014567563082529699,0.5437207538994796,No
1583,Female,0,Yes,Yes,-1.0738427650786138,Yes,No,No,No,No,No,No,Month-to-month,-0.5255164619714603,-0.885226601199566,No
1584,Female,1,No,No,1.3286586944031769,No,No,Yes,Yes,No,Yes,Yes,Two year,-0.3742929349563432,0.5462575556815104,No
1585,Male,0,Yes,No,0.3920903288424788,Yes,Yes,No,No,Yes,Yes,Yes,One year,0.5214156481331973,0.48360958123831527,No
1586,Female,0,Yes,Yes,1.4508197855632678,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,1.4719635322282196,2.3068641698486676,No
1587,Male,0,Yes,Yes,0.6364125111626608,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.2783105030467143,-0.4564850408904325,No
1588,Female,1,No,No,0.7178532386027215,Yes,No,Yes,No,Yes,Yes,Yes,One year,1.397182667220744,1.3536443558911517,No
1589,Female,1,No,No,-1.0331224013585834,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,0.006258578081699082,-0.7879898859370293,No
1590,Female,0,Yes,Yes,1.247217966963116,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.5093002860698053,-0.4481908020204884,No
1591,Male,0,No,No,-0.62591876415828,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,-1.451137391063991,-0.8356817594392082,No
1592,Female,0,Yes,Yes,0.3920903288424788,Yes,No,No,No,No,Yes,No,Month-to-month,0.4383257981248911,0.487183162879089,Yes
1593,Male,0,Yes,Yes,-1.1552834925186746,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,-1.5259182560714666,-0.9686322319635521,No
1594,Female,0,No,Yes,1.2064976032430856,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.288281285047711,-0.28281338497801184,No
1595,Male,1,No,No,-1.2367242199587352,Yes,No,Yes,No,No,No,No,Month-to-month,0.3303089931140931,-0.9328081789720911,Yes
1596,Female,0,Yes,No,-1.2367242199587352,Yes,No,No,No,No,No,No,Month-to-month,0.1857326540996401,-0.9527275877475155,No
1597,Male,0,Yes,No,0.6364125111626608,Yes,Yes,Yes,Yes,No,Yes,No,Two year,1.068146861187852,0.9678298935631654,No
1598,Male,0,Yes,No,-0.21871512695797646,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.502653098069141,-0.7761220654263115,No
1599,Female,0,Yes,Yes,1.5322605130033284,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,0.5197538511330312,1.516837917486489,No
1600,Male,1,No,No,-1.2774445836787656,Yes,No,No,Yes,No,Yes,No,Month-to-month,0.7989357471609396,-0.9666027905379273,Yes
1601,Male,0,Yes,No,0.5549717837226001,Yes,No,Yes,Yes,No,Yes,No,One year,0.9933659961803764,0.8968215028122342,No
1602,Male,0,No,No,-0.0965540357978854,Yes,No,No,No,No,Yes,Yes,Month-to-month,0.8471278601657574,0.2098335210923667,Yes
1603,Female,0,No,No,-0.7073594915983407,Yes,Yes,No,No,No,No,Yes,Month-to-month,-0.003712203919297562,-0.5670013620032519,Yes
1604,Male,0,Yes,Yes,1.4915401492832983,Yes,No,Yes,Yes,No,Yes,No,One year,1.0299255301840309,1.866872445114876,No
1605,Male,0,No,No,1.3286586944031769,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.502653098069141,-0.46813226994184337,No
1606,Male,1,Yes,Yes,1.6137012404433893,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,1.3074456292117733,2.2800181892510025,No
1607,Male,1,Yes,No,-0.7888002190384014,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,0.8072447321617703,-0.4898825878295161,Yes
1608,Male,0,No,No,-0.62591876415828,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,-1.4843733310673135,-0.8824692079582281,No
1609,Male,0,Yes,No,0.758573602322752,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,1.5550533822365258,1.517940874783024,No
1610,Male,0,Yes,Yes,0.758573602322752,Yes,Yes,Yes,No,Yes,No,No,Two year,-0.14164135493308597,0.3713505875969702,No
1611,Female,0,Yes,No,1.6137012404433893,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0.8703930181680831,1.8480559936359868,No
1612,Male,0,Yes,Yes,1.4100994218432374,Yes,No,Yes,Yes,No,No,No,One year,0.7524054311562884,1.6054936249819822,Yes
1613,Male,0,No,No,0.06632741908223598,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,-1.4976677070686424,-0.7077166538952031,No
1614,Male,0,Yes,No,1.4100994218432374,No,Yes,Yes,No,Yes,No,Yes,Two year,-0.4590445819648154,0.5479340507722437,No
1615,Female,0,Yes,No,0.6771328748826912,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,-1.4860351280674797,-0.5985238815382258,No
1616,Male,0,Yes,Yes,0.8400143297628127,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.5076384890696393,-0.515912380027745,No
1617,Male,0,No,No,-0.21871512695797646,Yes,No,No,Yes,Yes,No,No,Month-to-month,-0.17653909193657447,-0.29474738292652186,No
1618,Female,1,No,No,-0.38159658183809786,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,0.9966895901807084,0.006117308422329254,Yes
1619,Male,0,No,No,1.4915401492832983,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,0.5563133851366857,1.4442192090826163,No
1620,Female,0,Yes,Yes,-1.2367242199587352,No,No,No,No,Yes,No,No,Month-to-month,-1.1869116680375775,-0.9860368981028763,No
1621,Female,0,No,No,0.10704778280226633,Yes,No,No,No,No,Yes,No,Month-to-month,0.720831288153132,0.3306073450629628,Yes
1622,Female,0,Yes,No,0.5549717837226001,Yes,Yes,Yes,No,Yes,No,Yes,One year,0.19404163910047073,0.41970423547707025,No
1623,Female,0,No,No,0.880734693482843,Yes,No,Yes,No,No,Yes,Yes,Two year,1.0781176431888486,1.2572458881739819,No
1624,Female,0,Yes,No,0.9621754209229036,Yes,No,Yes,No,No,Yes,Yes,One year,1.113015380192337,1.4244100960368455,Yes
1625,Female,0,Yes,No,-0.9516816739185228,Yes,No,No,Yes,No,No,No,Month-to-month,0.3652067301175816,-0.7164079573918998,Yes
1626,Male,0,No,No,-0.5037576729981889,Yes,Yes,No,No,Yes,No,No,Month-to-month,-0.18484807693740507,-0.480242741057799,No
1627,Male,0,No,No,-0.8702409464784621,Yes,No,Yes,No,No,No,No,Month-to-month,0.37019212111808014,-0.6235389530236424,No
1628,Female,1,Yes,No,-0.0965540357978854,Yes,No,Yes,No,No,Yes,No,Month-to-month,0.8404806721650927,0.15329593007197617,No
1629,Male,0,Yes,No,1.4508197855632678,Yes,Yes,Yes,Yes,No,No,Yes,Two year,0.20567421810163386,1.0860669157517306,No
1630,Male,1,Yes,No,0.22920887396235737,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,1.2575917192067896,0.7630107235965928,No
1631,Female,1,Yes,No,-0.62591876415828,Yes,Yes,No,Yes,No,No,No,Month-to-month,0.684271754149477,-0.360130691465124,Yes
1632,Male,0,No,No,0.6364125111626608,Yes,No,Yes,Yes,No,Yes,Yes,One year,1.3739175092184182,1.2366647050206367,Yes
1633,Female,0,No,No,-1.2774445836787656,Yes,No,No,No,No,No,No,Month-to-month,-0.6966815529885713,-0.9864560218755596,No
1634,Male,0,Yes,Yes,1.247217966963116,No,Yes,Yes,Yes,No,Yes,Yes,Two year,-0.19149526493806968,0.6299499553425955,No
1635,Female,0,No,No,-1.1960038562387048,Yes,No,No,Yes,No,Yes,Yes,One year,0.1724382780983114,-0.9085210593023878,No
1636,Female,0,No,No,0.6364125111626608,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,-1.343120586053193,-0.5056107588781069,No
1637,Male,0,No,No,1.369379058123207,No,No,No,No,Yes,No,No,One year,-1.1736172920362484,-0.13084792866140238,No
1638,Female,0,Yes,Yes,1.4508197855632678,Yes,No,Yes,Yes,No,No,No,Two year,0.6526976111463211,1.529588103834435,No
1639,Male,1,No,No,-0.62591876415828,Yes,No,No,No,No,No,No,Month-to-month,-0.6551366279844181,-0.6658042766268684,Yes
1640,Female,0,Yes,Yes,-1.0331224013585834,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,-1.4660935640654862,-0.9466392634706415,No
1641,Male,0,Yes,No,1.6137012404433893,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0.7424346491552913,1.742833867546536,No
1642,Female,0,Yes,No,-0.13727439951791576,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,-1.4926823160681442,-0.7529599621990739,No
1643,Male,0,Yes,No,0.18848851024232702,Yes,No,No,Yes,Yes,No,Yes,Month-to-month,0.8504514541660894,0.5027569199061651,No
1644,Female,0,No,No,0.06632741908223598,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1.4968904872307114,0.5768535910873946,Yes
1645,Female,1,No,No,0.3920903288424788,Yes,No,No,No,No,Yes,No,Month-to-month,0.6610065961471517,0.5566032951230098,Yes
1646,Female,0,Yes,Yes,1.0843365120829946,Yes,Yes,Yes,No,Yes,No,No,One year,0.02453834508352634,0.6712887948167321,No
1647,Male,0,Yes,Yes,-0.8702409464784621,Yes,No,No,No,No,Yes,No,Month-to-month,0.4898415051300408,-0.6226124688945529,Yes
1648,Male,1,Yes,Yes,1.125056875803025,Yes,Yes,No,No,No,No,No,Month-to-month,0.5380336181348585,1.1379720861266738,No
1649,Female,0,No,No,-0.21871512695797646,Yes,No,Yes,No,Yes,No,No,Month-to-month,-0.28621769394753876,-0.3707631998037227,No
1650,Female,0,No,No,-1.2774445836787656,Yes,No,No,No,No,No,Yes,Month-to-month,0.6992279271509723,-0.9679263392937695,Yes
1651,Male,1,No,No,-1.2774445836787656,Yes,No,No,No,No,Yes,No,Month-to-month,0.47654712912871167,-0.9708822648484837,Yes
1652,Male,0,Yes,No,-0.62591876415828,No,Yes,No,Yes,No,No,No,Month-to-month,-1.0090993890198023,-0.7442686587023771,No
1653,Male,0,Yes,No,1.0436161483629645,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.462769970065154,-0.4825589513805228,No
1654,Male,0,Yes,Yes,-1.2774445836787656,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,-1.5275800530716328,-0.9974855948409108,No
1655,Female,0,Yes,Yes,-1.1960038562387048,Yes,No,No,No,No,No,No,Month-to-month,-0.6800635829869099,-0.9464407311572653,Yes
1656,Female,0,No,No,0.8400143297628127,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,0.8654076271675846,1.165369545372606,No
1657,Male,0,No,No,0.10704778280226633,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,-1.3015756610490399,-0.6081637283099428,No
1658,Male,0,Yes,Yes,0.7178532386027215,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,1.3689321182179202,1.3509310809416755,Yes
1659,Male,0,Yes,Yes,1.4508197855632678,Yes,No,Yes,No,Yes,No,Yes,Two year,0.2006888271011353,1.1383470916074956,No
1660,Male,0,Yes,No,0.5956921474426305,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,-1.3082228490497045,-0.5031842528257296,No
1661,Female,1,Yes,No,1.3286586944031769,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,1.463654547227389,2.118876128227221,No
1662,Male,0,No,No,-1.1145631287986442,Yes,No,No,No,No,No,No,Month-to-month,0.1657910900976468,-0.8625718583287345,Yes
1663,Male,0,Yes,No,0.758573602322752,Yes,No,No,No,No,Yes,Yes,Month-to-month,0.9933659961803764,1.1175232578489125,Yes
1664,Female,0,No,No,0.5549717837226001,Yes,No,No,No,No,Yes,Yes,Month-to-month,1.0398963121850275,0.9352044167316564,Yes
1665,Female,0,No,No,-0.9516816739185228,Yes,No,No,No,No,No,No,Month-to-month,0.4017662641212361,-0.7130329080645024,No
1666,Female,0,No,No,-0.9924020376385531,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.479387940066815,-0.9287272369749112,No
1667,Male,0,No,No,-0.748079855318371,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,-1.328164413051698,-0.8638512887927152,No
1668,Female,0,No,No,0.5142514200025698,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1.6913207362501481,1.2555032156454566,No
1669,Female,0,No,No,-0.9924020376385531,Yes,No,No,No,No,No,No,Month-to-month,0.32698539911376057,-0.7636145296836031,No
1670,Male,1,No,Yes,-1.2774445836787656,Yes,No,No,Yes,No,No,No,Month-to-month,-0.4856333339674735,-0.9836545103423604,Yes
1671,Male,0,Yes,Yes,1.369379058123207,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,1.2758714862086173,2.0963096219401125,No
1672,Male,0,Yes,Yes,1.6137012404433893,Yes,Yes,Yes,Yes,Yes,No,No,Two year,0.2438955491054544,1.207480454954317,No
1673,Female,0,Yes,No,0.35136996512244845,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1.6231870592433366,1.0214336181747725,Yes
1674,Female,0,Yes,Yes,-0.38159658183809786,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.3181936310507012,-0.7360185381242943,No
1675,Female,0,No,No,-0.13727439951791576,Yes,No,No,No,No,Yes,No,Month-to-month,0.46989994112804756,0.04606642170283153,Yes
1676,Female,0,No,No,-1.1552834925186746,Yes,Yes,No,No,No,No,No,Month-to-month,0.5114448661322006,-0.8646674771921513,No
1677,Male,0,Yes,Yes,-1.0738427650786138,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.3082228490497045,-0.9381464922873212,No
1678,Female,1,Yes,No,1.4100994218432374,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,1.3506523512160928,2.098206708490153,No
1679,Male,1,No,Yes,-1.0331224013585834,Yes,No,No,No,No,No,No,Month-to-month,-0.6318714699820923,-0.8539246731238991,No
1680,Male,0,Yes,Yes,0.9621754209229036,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,-1.3397969920528607,-0.37416030827705077,No
1681,Female,0,Yes,No,1.6137012404433893,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.3215172250510334,-0.18994438060975435,No
1682,Male,0,Yes,No,1.6137012404433893,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,0.6809481601491449,1.6779799785102707,No
1683,Male,0,Yes,Yes,-0.38159658183809786,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.5009913010689746,-0.8175491414841707,No
1684,Female,0,No,Yes,0.10704778280226633,Yes,No,No,No,No,No,No,Month-to-month,-0.4856333339674735,-0.27546768938308797,No
1685,Male,1,Yes,No,-0.21871512695797646,Yes,No,No,No,No,No,No,Month-to-month,0.19237984210030468,-0.14816435821700383,No
1686,Female,0,Yes,Yes,-0.2594354906780068,Yes,No,Yes,No,Yes,No,No,Month-to-month,-0.15659752793458118,-0.2927620597927586,Yes
1687,Male,0,Yes,Yes,-0.8295205827584317,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,-1.2749869090463821,-0.86682927349336,No
1688,Female,0,No,No,0.3106496014024181,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.4827115340671475,-0.6506937616643372,No
1689,Male,0,Yes,Yes,-1.0331224013585834,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,-0.196480655938568,-0.8003209485122921,No
1690,Male,0,Yes,Yes,1.5322605130033284,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,1.0897502221900113,1.936491109672173,No
1691,Male,0,Yes,Yes,1.125056875803025,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.4993295040688086,-0.49323557801098283,No
1692,Male,0,Yes,Yes,0.26992923768238775,No,No,No,No,No,No,No,One year,-1.3132082400502028,-0.5876487225943895,No
1693,Male,0,Yes,No,1.6137012404433893,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1.651437608246161,2.689149168827741,No
1694,Female,0,No,No,-1.2774445836787656,No,No,No,No,No,Yes,No,Month-to-month,-0.9991286070188055,-0.9904707864349476,Yes
1695,Male,0,Yes,Yes,0.880734693482843,Yes,No,Yes,No,Yes,Yes,No,One year,0.19736523310080326,0.6574797694641122,No
1696,Male,0,No,No,-1.1960038562387048,Yes,No,No,No,No,No,Yes,Month-to-month,0.682609957149311,-0.8889545968618547,Yes
1697,Female,0,Yes,Yes,1.247217966963116,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,0.358559542116917,1.071243169686299,No
1698,Male,0,Yes,Yes,1.5729808767233588,Yes,No,Yes,No,Yes,No,No,Two year,0.6659919871476498,1.708553954770224,No
1699,Female,0,No,No,0.3920903288424788,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,-1.4660935640654862,-0.5830824793867341,No
1700,Male,0,No,No,0.5956921474426305,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.4727407520661506,-0.5897443414578062,No
1701,Female,0,Yes,Yes,1.369379058123207,Yes,No,Yes,Yes,No,Yes,Yes,One year,1.2526063282062914,1.9127113503588755,Yes
1702,Female,0,Yes,No,-0.46303730927815856,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,1.3174164112127704,-0.03506711703029224,Yes
1703,Male,0,No,No,-0.8702409464784621,No,No,Yes,No,Yes,No,No,Month-to-month,-0.9675544640156493,-0.8182329750080225,No
1704,Male,0,No,Yes,-1.2774445836787656,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,1.1628692901973208,-0.9617718375791036,Yes
1705,Female,1,Yes,No,0.9214550572028734,Yes,No,Yes,Yes,Yes,No,No,Month-to-month,0.8537750481664219,1.2198997541133028,No
1706,Male,0,No,No,1.4915401492832983,Yes,No,Yes,Yes,Yes,Yes,No,Two year,1.0930738161903437,1.9693592371089197,No
1707,Female,1,No,No,-1.1960038562387048,Yes,No,No,Yes,No,No,No,Month-to-month,0.3020584441112687,-0.9191315084950556,No
1708,Male,0,No,No,-1.1552834925186746,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,0.32033821111309646,-0.8735573130022243,Yes
1709,Male,1,No,No,-0.0965540357978854,Yes,No,No,Yes,Yes,Yes,No,Two year,0.14418772909548702,-0.08198692042489639,No
1710,Female,0,No,No,-1.1145631287986442,Yes,No,No,Yes,Yes,No,No,Month-to-month,0.5978583101408388,-0.8214756694598357,No
1711,Female,0,Yes,No,1.5729808767233588,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.341458789053027,-0.2445628259341737,No
1712,Female,0,No,No,-0.13727439951791576,Yes,No,Yes,No,No,No,No,One year,-0.3161300399505289,-0.29097526897237175,No
1713,Male,0,Yes,No,0.7992939660427822,Yes,No,Yes,No,Yes,No,No,Month-to-month,-0.11339080593026184,0.3925714859823062,No
1714,Male,0,No,No,1.4508197855632678,Yes,Yes,Yes,Yes,No,No,Yes,One year,0.39844267012090406,1.3030406751261203,No
1715,Female,0,Yes,Yes,0.5549717837226001,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.5076384890696393,-0.5787809459302471,No
1716,Male,0,No,No,-0.9924020376385531,Yes,No,No,No,No,No,Yes,Month-to-month,-0.3327480099521901,-0.8125196562119705,No
1717,Male,0,Yes,No,1.6137012404433893,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.4976677070686424,-0.37846184173353775,No
1718,Female,0,No,No,-0.62591876415828,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,-1.491020519067978,-0.8632115735607249,No
1719,Male,0,No,No,-1.1960038562387048,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1.435403998224565,-0.8652189558404189,No
1720,Female,1,No,No,-1.2367242199587352,Yes,No,Yes,No,No,Yes,No,Month-to-month,0.6327560471443273,-0.9335581899337352,No
1721,Female,0,No,No,-0.9516816739185228,Yes,Yes,No,No,No,No,No,Month-to-month,0.3153528201125979,-0.7235771798193781,Yes
1722,Female,0,No,No,0.758573602322752,No,No,Yes,Yes,No,Yes,Yes,One year,-0.2779087089467081,0.28622434345038944,No
1723,Female,0,Yes,Yes,-1.0738427650786138,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,-1.4843733310673135,-0.9615071278279351,No
